,first_word,first_onset,last_word,last_offset
(S (NP (PRP 我)) (VP (ADVP (AD 不)) (VP (VV 知道) (S (VP (ADVP (AD 怎样)) (ADVP (AD 才)) (VP (VV 能) (VP (VV 达到) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 境界)))))))))) ,我,238.09,境界,240.3
(S (VP (ADVP (AD 怎样)) (ADVP (AD 才)) (VP (VV 能) (VP (ADVP (AD 再)) (VP (VV 进入) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 境界)))))))) ,怎样,240.94,境界,242.46
(S (ADVP (AD 唉)) (NP (DNP (NP (NR 泪水)) (DEG 的)) (NP (NN 世界))) (VP (VC 是) (S (S (NP (NR 多么)) (VP (VA 神秘))) (SP 啊)))) ,唉,243.55,啊,246.91
(S (VP (ADVP (AD 很)) (VP (VA 快) (S (VP (NP (PRP 我)) (ADVP (AD 就)) (ADVP (AD 进一步)) (VP (VV 了解) (AS 了) (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 花儿))))))))) ,很,247.9,花,250.17
(S (PP (P 在) (LCP (NP (DNP (NP (NN 小王子)) (DEG 的)) (NP (NN 星球))) (LC 上))) (NP (NT 过去)) (VP (ADVP (AD 一直)) (ADVP (AD 都)) (NP (NN 生长)) (VP (VV 着) (NP (QP (CD 一些)) (S (S (VP (QP (ADVP (AD 只有)) (QP (CD 一) (CLP (M 层)))) (VP (VA 花瓣)))) (DEC 的)) (S (S (VP (ADVP (AD 很)) (VP (VA 简单)))) (DEC 的)) (NP (NN 花)))))) ,在,250.89,花,256.07
(S (S (NP (DP (DT 这些)) (NP (NN 花))) (VP (ADVP (AD 非常)) (VP (VA 小)))) (S (QP (CD 一点儿)) (VP (ADVP (AD 也)) (ADVP (AD 不)) (VP (VV 占) (NP (NN 地方)))))) ,这些,256.83,地方,259.09
(S (VP (ADVP (AD 从来)) (ADVP (AD 也)) (ADVP (AD 不)) (VP (VV 会) (VP (MSP 去) (VP (VV 打搅) (NP (DP (DT 任何)) (NP (NN 人)))))))) ,从来,259.56,人,261.1
(S (NP (PRP 它们)) (VP (NP (NT 早晨)) (PP (P 在) (LCP (NP (NN 草丛)) (LC 中))) (VP (VV 开放) (S (NP (NT 晚上)) (VP (ADVP (AD 就)) (VP (VV 凋谢) (AS 了))))))) ,它们,261.82,了,265.27
(S (VP (ADVP (AD 不)) (VP (VV 知) (S (VP (PP (P 从) (NP (NN 哪里))) (VP (VV 来) (AS 了) (NP (QP (CD 一) (CLP (M 颗))) (NP (NN 种子))))))))) ,不,266.23,种子,267.88
(S (NP (NP (NR 忽然)) (QP (CD 一天)) (NP (DP (DT 这)) (NP (NN 种子)))) (VP (VV 发) (AS 了) (NP (NN 芽)))) ,忽然,268.42,芽,269.84
(S (NP (NN 小王子)) (VP (ADVP (AD 特别)) (ADVP (AD 仔细)) (PP (NP (NN 地) (NN 监视))) (VP (VV 着) (NP (DNP (NP (DP (DT 这) (CLP (M 颗))) (NP (NN 与众不同))) (DEG 的)) (NP (NN 小苗)))))) ,小王子,270.46,小苗,273.6
(S (NP (DP (DT 这) (QP (CD 玩意儿))) (NP (NN 说不定))) (VP (VC 是) (NP (QP (CD 一) (CLP (M 种))) (S (S (VP (VA 新))) (DEC 的)) (NP (NN 猴面包树))))) ,这,274.11,猴面包树,276.63
(S (ADVP (AD 但是)) (NP (DP (DT 这)) (NP (NN 小苗))) (VP (NP (NT 不久)) (PP (P 就) (S (VP (VP (ADVP (AD 不)) (ADVP (AD 再)) (VP (VA 长) (AS 了))) (CC 而且) (VP (VV 开始))))) (VP (VV 孕育) (AS 着) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 花朵)))))) ,但是,277.37,花朵,282.03
(S (S (VP (VV 看到) (VP (PP (P 在) (LCP (NP (DP (DT 这) (QP (CD 棵))) (NP (NN 苗))) (LC 上))) (VP (VP (VP (VV 长) (VV 出)) (AS 了)) (NP (QP (CD 一) (CLP (M 个))) (NP (ADJP (ADJP (ADJP (ADVP (AD 很)) (ADJP (JJ 大))) (ADJP (ADVP (AD 很)) (ADJP (JJ 大)))) (DEC 的)) (NP (NN 花蕾)))))))) (S (NP (NN 小王子)) (VP (VP (VV 感觉) (VV 到)) (VP (PP (P 从) (LCP (NP (DP (DT 这) (CLP (M 个))) (NP (NN 花苞))) (LC 中))) (VP (ADVP (AD 一定)) (VP (VV 会) (VP (VV 出现) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 奇迹)))))))))) ,看到,282.86,奇迹,289.77
(S (ADVP (AD 然而)) (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 花儿))) (NP (NR 藏)) (VP (PP (P 在) (LCP (NP (DNP (NP (NP (PRP 她)) (DP (DT 那)) (NP (NN 绿茵茵))) (DEG 的)) (NP (NN 房间))) (LC 中))) (VP (VP (VV 用) (AS 了) (NP (S (S (VP (ADVP (AD 很)) (VP (VA 长)))) (DEC 的)) (NP (NN 时间)))) (VP (MSP 来) (VP (VV 打扮) (NP (PRP 自己))))))) ,然而,290.69,自己,295.28
(S (NP (PRP 她)) (VP (DVP (VP (ADVP (AD 精心)) (VP (VP (VV 选择) (AS 着) (NP (NP (PRP 她)) (DNP (NP (NT 将来)) (DEG 的)) (NP (NN 颜色)))) (VP (DVP (VP (VA 慢慢腾腾)) (DEV 地)) (VP (VP (NP (NN 装饰)) (VP (VV 着))) (VP (QP (QP (CD 一) (CLP (M 片))) (CLP (M 片)))))))) (DEV 地)) (VP (VV 搭配) (AS 着) (NP (DNP (NP (PRP 她)) (DEG 的)) (NP (NN 花瓣)))))) ,她,296.07,花瓣,302.17
(S (NP (PRP 她)) (VP (ADVP (AD 不)) (VP (VV 愿) (S (VP (ADVP (PP (P 像) (NP (NR 虞美人))) (ADVP (AD 那样))) (PP (NP (QP (CD 一)) (NP (NN 出世)))) (ADVP (AD 就)) (VP (VV 满) (NP (NN 脸) (NN 皱纹)))))))) ,她,302.95,皱纹,305.43
(S (NP (PRP 她)) (VP (VV 要) (VP (VV 让) (NP (S (S (NP (PRP 自己)) (VP (VV 带) (AS 着) (NP (NN 光艳夺目)))) (DEC 的)) (NP (NN 丽姿))) (S (VP (VV 来到) (NP (NN 世间))))))) ,她,306.13,世间,309.23
(S (NP (S (S (VP (VC 是))) (DEC 的))) (NP (PRP 她)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 非常)) (VP (VV 爱) (NP (NN 俏))))) (DEC 的))))) ,是,309.98,的,311.95
(S (S (NP (PRP 她)) (VP (PP (P 用) (NP (ADJP (JJ 好些) (JJ 好些)) (NP (NN 日子)))) (VP (ADVP (ADVP (NP (NN 天仙)) (AD 般)) (DEV 地)) (VP (VV 梳妆) (VV 打扮))))) (S (ADVP (AD 然后)) (S (PP (P 在) (NP (DNP (QP (CD 一) (CLP (M 天))) (DEG 的)) (NP (NT 早晨)))) (S (PP (ADVP (AD 恰好)) (PP (P 在) (NP (S (S (NP (NN 太阳)) (VP (VV 升起))) (DEC 的)) (NP (NN 时候))))) (S (NP (PRP 她)) (VP (VV 开放) (AS 了))))))) ,她,312.52,了,320.68
(S (S (VP (PP (NP (PRP 她))) (ADVP (AD 已经)) (DVP (ADJP (JJ 精细)) (DEV 地)) (VP (VP (VV 做) (AS 了) (NP (S (S (VP (ADVP (AD 那么)) (VP (VA 长)))) (DEC 的)) (NP (NN 准备) (NN 工作)))) (VP (ADVP (AD 却)) (VP (VV 打) (AS 着) (NP (NN 哈欠))))))) (VP (VV 说) (S (VP (VV 道) (S (NP (PRP 我)) (VP (ADVP (AD 刚刚)) (VP (VV 睡醒)))))))) ,她,321.29,睡醒,327.13
(S (VP (ADVP (AD 真)) (VP (VV 对不起)))) ,真,327.44,对不起,328.13
(S (S (VP (VV 瞧) (S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 头发))) (VP (ADVP (AD 还是)) (VP (VV 乱蓬蓬)))))) (SP 的)) ,瞧,328.61,的,330.65
(S (NP (NN 小王子)) (VP (ADVP (AD 这时)) (VP (ADVP (AD 再也)) (VP (VPT (VV 控制) (AD 不) (VV 住)) (NP (DNP (NP (PRP 自己)) (DEG 的)) (NP (NN 爱慕) (NN 心情))))))) ,小王子,331.19,心情,334.41
(S (NP (PRP 你)) (VP (VC 是) (S (S (NP (NR 多么)) (VP (VA 美丽))) (SP 呀)))) ,你,335.27,呀,336.87
(S (S (S (NP (NR 花儿)) (VP (DVP (VP (VA 悠然自得)) (DEV 地)) (VP (VV 说) (S (VP (VC 是)))))) (SP 吧)) (NP (PRP 我)) (VP (VC 是) (NP (S (S (VP (PP (P 与) (NP (NN 太阳))) (ADVP (AD 同时)) (VP (VV 出生)))) (DEC 的))))) ,花,337.61,的,342.52
(S (NP (NN 小王子)) (VP (VP (VV 看出) (AS 了)) (S (S (NP (DP (DT 这)) (NP (NN 花儿))) (VP (ADVP (AD 不)) (VP (ADVP (AD 太)) (VP (VA 谦虚))))) (S (ADVP (AD 可是)) (S (NP (PRP 她)) (VP (ADVP (AD 确实)) (VP (NN 丽姿) (VP (VA 动人))))))))) ,小王子,343.49,动人,347.73
(S (NP (PRP 她)) (VP (ADVP (AD 随后)) (ADVP (AD 又)) (VP (VP (VV 说)) (VP (VV 道) (S (NP (NT 现在)) (VP (DP (DT 该)) (VP (VC 是) (NP (S (S (VP (VV 吃) (NP (NN 早点)))) (DEC 的)) (NP (NN 时候))))))) (AS 了))) (SP 吧)) ,她,348.36,吧,352.44
(S (VP (VV 请) (NP (PRP 你)) (S (VP (ADVP (AD 也)) (VP (VV 想) (AS 着) (S (VP (PP (P 给) (NP (PRP 我))) (VP (VV 准备) (QP (CD 一点)))))))))) ,请,353.03,一点,355.14
(S (S (NP (NN 小王子)) (VP (ADVP (AD 很)) (ADVP (AD 有些)) (VP (VA 不好意思)))) (S (ADVP (AD 于是)) (VP (ADVP (AD 就)) (VP (VP (VV 拿) (AS 着) (NP (NN 喷壶))) (VP (VV 打) (NP (S (S (VP (VV 来) (AS 了) (NP (QP (CD 一)) (NP (NN 壶) (NN 清清))))) (DEC 的)) (NP (NN 凉水)))))))) ,小王子,355.97,凉水,361.53
(S (NP (PRP 他)) (VP (VP (VV 浇灌) (AS 着)) (NP (NN 花儿)))),他,362.02,花,362.95
(S (ADVP (AD 于是)) (PP (P 就) (NP (PRP 这样))) (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 花儿))) (VP (ADVP (AD 就)) (PP (P 以) (NP (S (S (NP (PRP 她)) (NP (DP (DT 那)) (NP (NN 有点))) (VP (VCD (VA 敏感) (VA 多疑)))) (DEC 的)) (NP (NN 虚荣心)))) (VP (VV 折磨) (AS 着) (NP (NN 小王子))))) ,于是,363.74,小王子,368.99
(S (S (ADVP (AD 例如)) (VP (VE 有) (QP (CD 一) (CLP (M 天))))) (S (NP (PRP 她)) (VP (PP (P 向) (NP (NN 小王子))) (VP (VRD (VV 讲) (VV 起)) (NP (S (S (NP (PRP 她)) (VP (LCP (NP (NN 身)) (LC 上)) (VP (VA 长)))) (DEC 的)) (QP (CD 四) (CLP (M 根))) (NP (NN 刺))))))) ,例如,369.66,刺,373.64
(S (NP (NN 老虎)) (S (VP (VV 让) (SBAR (NP (PRP 它)) (VP (VP (VP (VV 张) (AS 着)) (NP (NN 爪子))) (VP (VV 来))))) (SP 吧))) ,老虎,374.46,吧,376.72
(S (NP (NN 小王子)) (VP (VP (VV 顶) (AS 了) (NP (NP (PRP 她)) (QP (CD 一)) (NP (NN 句)))) (VP (PP (P 在) (LCP (NP (NP (PRP 我)) (NP (NN 这个) (NN 星球))) (LC 上))) (VP (VE 没有) (NP (NN 老虎)))))) ,小王子,377.48,老虎,381.75
(S (ADVP (AD 而且)) (NP (NN 老虎)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 不)) (VP (VV 会) (VP (VV 吃) (NP (NN 草)))))) (DEC 的))))) ,而且,382.18,的,384.31
(S (NP (NN 花儿) (NN 轻声) (NN 说道)) (NP (PRP 我)) (VP (ADVP (AD 并)) (ADVP (AD 不)) (VP (VC 是) (NP (NN 草))))) ,花,384.84,草,387.57
(S (VP (ADVP (AD 真)) (VP (VV 对不起)))) ,真,388.27,对不起,389.05
(S (NP (PRP 我)) (VP (ADVP (AD 并)) (ADVP (AD 不)) (VP (VV 怕) (S (NP (PRP 什么)) (VP (VV 老虎)))))) ,我,389.84,老虎,391.21
(S (ADVP (AD 可)) (NP (PRP 我)) (VP (VV 讨厌) (NP (NN 穿堂风)))) ,可,391.69,穿堂风,392.75
(S (NP (PRP 我)) (VP (VV 猜) (NP (PRP 你)) (S (VP (VV 没有) (VP (PP (P 为) (NP (PRP 我))) (VP (VV 准备) (NP (CLP (M 个)) (NP (NN 屏风))))))))) ,我,393.31,屏风,395.54
(S (S (NP (NN 小王子)) (VP (VV 思忖) (AS 着))) (S (NP (NN 讨厌) (NN 穿堂风)) (NP (PRP 这)) (VP (PP (P 对) (NP (QP (CD 一) (CLP (M 株))) (NP (NN 植物) (NN 来说)))) (ADVP (AD 真)) (ADVP (AD 不)) (VP (VV 走运))))) ,小王子,396.05,走运,402.47
(S (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 花))) (VP (ADVP (AD 真)) (ADVP (AD 不)) (VP (VP (VCD (VA 大) (VA 好))) (VP (VV 伺候))))) ,这,403.2,伺候,405.19
(S (NP (NT 晚上)) (NP (PRP 你)) (VP (VV 得) (VP (BA 把) (S (NP (PRP 我)) (VP (VV 放到) (LCP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 玻璃) (NN 罩子))) (LC 中))))))) ,晚上,406.14,中,408.78
(S (NP (PRP 你)) (VP (NP (DP (DT 这)) (NP (NN 地方))) (ADVP (AD 太)) (VP (VV 冷)))) ,你,409.27,冷,410.25
(S (NP (S (S (NP (PRP 我)) (VP (ADVP (AD 原来)) (VP (VV 住)))) (DEC 的))) (VP (VV 那个) (NP (NN 地方)))) ,我,410.75,地方,412.2
(S (ADVP (AD 但)) (NP (PRP 她)) (VP (VV 没有) (VP (VV 说) (S (VP (VV 下去)))))) ,但,413.27,下去,414.43
(S (NP (PRP 她)) (NP (S (S (VP (VV 来))) (DEC 的)) (NP (NN 时候))) (VP (VC 是) (NP (NN 粒) (NN 种子)))) ,她,415.05,种子,416.44
(S (NP (PRP 她)) (VP (ADVP (AD 哪里)) (VP (VV 见) (AS 过) (NP (DP (DT 什么) (QP (CD 别的))) (NP (NN 世界)))))) ,她,416.98,世界,418.42
(S (NP (PRP 她)) (VP (VV 叫) (NP (NN 人)) (S (VP (VV 发现) (S (NP (PRP 她)) (VP (VC 是) (NP (S (S (VP (PP (P 在) (QP (NP (NN 凑)) (QP (CD 一) (CLP (M 个))))) (ADVP (AD 如此)) (ADVP (AD 不)) (ADVP (AD 太)) (VP (VA 高明)))) (DEC 的)) (NP (NN 谎话))))))))) ,她,418.9,谎话,422.26
(S (NP (PRP 她)) (VP (VV 有点儿) (NP (NN 羞怒)))) ,她,422.64,恼怒,423.5
(S (VP (VV 咳嗽) (AS 了) (NP (QP (CD 两三)) (NP (NN 声))))) ,咳嗽,423.81,声,424.79
(S (NP (DNP (NP (PRP 她)) (DEG 的)) (NP (DP (DT 这) (QP (CD 一))) (NP (NN 招)))) (VP (VC 是) (VP (VV 要) (S (NP (NN 小王子)) (VP (VV 处于) (NP (S (S (VP (VE 有) (NP (NN 过失)))) (DEC 的)) (NP (NN 地位)))))))) ,她,425.42,地位,428.29
(S (S (NP (PRP 她)) (VP (VV 说道) (S (VP (VV 屏风))))) (SP 呢)) ,她,428.87,呢,430.58
(S (S (NP (PRP 我)) (VP (ADVP (AD 正)) (VP (VV 准备) (S (VP (MSP 去) (VP (VV 拿))))))) (S (NP (S (S (VP (VV 可) (VP (NP (PRP 你)) (ADVP (AD 刚才)) (VP (VV 说))))) (DEC 的))) (VP (VC 是)))) ,我,431.27,是,434.13
(S (S (ADVP (AD 于是)) (NP (NN 花儿)) (VP (VP (VV 放开) (NP (NN 嗓门儿))) (VP (VV 咳嗽) (AS 了) (NP (QP (CD 几)) (NP (NN 声)))))) (S (VP (ADVP (AD 依然)) (VP (VV 要) (VP (VV 使) (NP (NN 小王子)) (S (VP (VV 后悔) (NP (DNP (NP (PRP 自己)) (DEG 的)) (NP (NN 过失)))))))))) ,于是,434.84,过失,440.09
(S (S (ADVP (CS 尽管)) (S (NP (NN 小王子)) (VP (DVP (VP (ADVP (AD 本来)) (VP (VA 诚心诚意))) (DEV 地)) (VP (VV 喜欢) (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 花))))))) (S (ADVP (AD 可是)) (VP (NP (DP (DT 这)) (MSP 一) (MSP 来)) (VP (ADVP (AD 却)) (VP (VV 使) (NP (PRP 他)) (VP (ADVP (AD 马上)) (VP (PP (P 对) (NP (PRP 她))) (VP (VP (VV 产生) (AS 了)) (NP (NN 怀疑)))))))))) ,尽管,440.69,怀疑,447.18
(S (NP (NN 小王子)) (VP (PP (P 对) (NP (DNP (NP (QP (CD 一些)) (NP (NN 无关紧要))) (DEG 的)) (NP (NN 话)))) (VP (VV 看) (VP (VV 得) (VP (ADVP (AD 太)) (ADVP (AD 认真)) (ADVP (AD 结果)) (VP (VV 使) (NP (PRP 自己)) (S (VP (ADVP (AD 很)) (VP (VA 苦恼)))))))))) ,小王子,447.97,苦恼,452.35
(S (S (VP (VE 有) (QP (CD 一) (CLP (M 天))))) (VP (NP (PRP 他)) (VP (VV 告诉) (S (NP (PRP 我)) (VP (VV 说) (S (NP (PRP 我)) (VP (ADVP (AD 不)) (DP (DT 该)) (VP (VV 听信) (NP (DNP (NP (PRP 她)) (DEG 的)) (NP (NN 话))))))))))) ,有,453.15,话,456.75
(S (VP (ADVP (AD 绝)) (ADVP (AD 不)) (DP (DT 该)) (VP (VV 听信) (NP (DNP (NP (DP (DT 那些)) (NP (NN 花儿))) (DEG 的)) (NP (NN 话)))))) ,绝,457.36,话,458.89
(S (S (VP (VV 看看) (NP (NN 花)))) (S (NP (NR 闻闻)) (NP (PRP 她)) (VP (ADVP (AD 就)) (VP (VV 得) (AS 了))))) ,看看,459.6,了,461.32
(S (NP (DNP (NP (PRP 我)) (DEG 的)) (DP (DT 那) (CLP (M 朵))) (NP (NN 花儿))) (VP (VV 使) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 星球))) (S (VP (QP (CD 芳香四溢)) (VP (VV 可) (VP (NP (PRP 我)) (ADVP (AD 不)) (VP (VV 会) (VP (VV 享受) (NP (PRP 她)))))))))) ,我,461.96,她,466.32
(S (PP (P 关于) (NP (DNP (NP (NN 老虎) (NN 爪子)) (DEG 的)) (NP (NN 事儿)))) (VP (VP (ADVP (AD 本)) (VP (VV 应该) (VP (VV 使) (NP (PRP 我)) (S (VP (VV 产生) (NP (NN 同情))))))) (VP (ADVP (AD 却)) (ADVP (AD 反而)) (VP (VV 使) (NP (PRP 我)) (S (VP (VV 恼火))))))) ,关于,467.04,恼火,472.15
(S (NP (PRP 他)) (VP (ADVP (AD 还)) (VP (VV 告诉) (S (NP (PRP 我)) (VP (VV 说) (S (NP (PRP 我)) (NP (NT 那时)) (S (NP (PRP 什么)) (VP (ADVP (AD 也)) (ADVP (AD 不)) (VP (VV 懂)))))))))) ,他,472.89,懂,475.56
(S (NP (PRP 我)) (VP (VV 应该) (VP (PP (P 根据) (NP (DNP (NP (PRP 她)) (DEG 的)) (NP (NN 行为)))) (VP (MSP 而) (VP (ADVP (AD 不)) (VP (VC 是) (VP (PP (P 根据) (NP (DNP (NP (PRP 她)) (DEG 的)) (NP (NN 话)))) (VP (MSP 来) (VP (VV 判断) (NP (PRP 她))))))))))) ,我,476.07,她,479.22
(S (NP (PRP 她)) (VP (VV 使) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 生活))) (S (VP (ADVP (AD 芬芳)) (VP (VA 多彩)))))) ,她,479.91,多彩,481.82
(S (NP (PRP 我)) (VP (ADVP (AD 真)) (ADVP (AD 不)) (VP (VP (VV 该) (VP (VV 离开) (NP (PRP 她)))) (VP (VCD (VV 跑) (VV 出来)))))) ,我,482.3,出来,483.75
(S (NP (PRP 我)) (VP (DP (DT 本)) (VP (VV 应该) (VP (VRD (VV 猜) (VV 出)) (NP (S (S (VP (PP (P 在) (NP (S (S (NP (PRP 她)) (NP (PRP 那)) (VP (VV 令) (NP (NN 人)) (S (VP (VA 爱怜))))) (DEC 的)) (NP (NN 花招) (NN 后面)))) (VP (MSP 所) (VP (VV 隐藏))))) (DEC 的)) (NP (NN 温情))))))) ,我,484.2,温情,488.55
(S (NP (NN 花)) (VP (VC 是) (NP (NN 多么) (NN 自相矛盾)))) ,花,489.35,自相矛盾,490.9
(S (NP (PRP 我)) (VP (VP (NP (NT 当时)) (ADVP (AD 太)) (VP (VA 年轻))) (VP (ADVP (AD 还)) (ADVP (AD 不)) (ADVP (AD 懂得)) (VP (VV 爱) (NP (PRP 她)))))) ,我,491.51,她,494.26
(S (NP (PRP 我)) (VP (VV 想) (NP (NN 小王子)) (S (VP (ADVP (AD 大概)) (VP (VC 是) (NP (S (S (NP (S (S (VP (VV 利用) (NP (QP (CD 一) (CLP (M 群))) (NP (NN 候鸟) (NN 迁徙))))) (DEC 的)) (NP (NN 机会))) (VP (VCD (VV 跑) (VV 出来)))) (DEC 的)))))))) ,我,495.19,的,498.91
(S (NP (S (S (VP (PP (P 在) (NP (PRP 他))) (VP (VV 出发)))) (DEC 的)) (DP (DT 那)) (NP (NN 天))) (NP (NT 早上)) (NP (PRP 他)) (VP (BA 把) (S (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 星球))) (VP (VV 收拾) (DER 得) (VP (VV 整整齐齐)))))) ,在,499.59,整齐,503.54
(S (NP (S (S (VP (BA 把) (S (NP (PRP 它)) (VP (VV 上头))))) (DEC 的)) (NP (ADJP (JJ 活)) (NP (NN 火山))) (NP (NN 打扫))) (VP (VV 得) (NP (NN 干干净净)))) ,把,504.06,干净,506.56
(S (NP (PRP 他)) (VP (VE 有) (NP (QP (CD 两) (CLP (M 个))) (ADJP (JJ 活)) (NP (NN 火山))))) ,他,507.32,火山,508.3
(S (NP (NP (NT 早上)) (ADJP (JJ 热)) (NP (NN 早点))) (VP (ADVP (AD 很)) (VP (VA 方便)))) ,早上,508.91,方便,510.4
(S (NP (PRP 他)) (VP (ADVP (AD 还)) (VP (VE 有) (NP (QP (CD 一) (CLP (M 座))) (NP (ADJP (JJ 死)) (NP (NN 火山))))))) ,他,511.14,火山,512.38
(S (NP (PRP 他)) (VP (ADVP (AD 也)) (VP (BA 把) (S (NP (PRP 它)) (VP (VV 打扫) (S (VP (VA 干净)))))))) ,他,512.79,干净,514.03
(S (S (NP (PRP 他)) (VP (VV 想) (S (VP (VV 说不定) (NP (S (S (NP (PRP 它)) (VP (ADVP (AD 还)) (VP (VV 会))))) (NP (NN 活动))))))) (SP 呢)) ,他,514.6,呢,517.05
(S (NP (NN 打扫)) (VP (VP (VA 干净) (AS 了) (S (VP (NP (PRP 它们)) (ADVP (AD 就)) (VP (VV 可以) (VP (ADVP (AD 慢慢)) (DVP (S (NP (NN 地)) (VP (VE 有) (NP (NN 规律)))) (DEV 地)) (VP (VV 燃烧))))))) (CC 而) (VP (ADVP (AD 不)) (VP (VV 会) (VP (ADVP (AD 突然)) (VP (VV 爆发))))))) ,打扫,517.88,爆发,522.94
(S (NP (NN 火山)) (VP (VP (VV 爆发)) (VP (ADVP (AD 就)) (PP (P 像) (NP (DNP (LCP (NP (NN 烟囱)) (LC 里)) (DEG 的)) (NP (NN 火焰)))) (VP (VA 一样))))) ,火山,523.63,一样,525.79
(S (S (ADVP (AD 当然)) (PP (P 在) (LCP (NP (NP (PRP 我们)) (NP (NN 地球))) (LC 上))) (NP (PRP 我们)) (VP (S (VP (NP (NN 人)) (ADVP (AD 太)) (VP (VA 小)))) (ADVP (AD 不)) (VP (VV 能) (VP (VV 打扫) (NP (NN 火山)))))) (S (ADVP (AD 所以)) (NP (NN 火山)) (VP (PP (P 给) (NP (PRP 我们))) (VP (VV 带来) (NP (QP (CD 很多)) (ADJP (JJ 很多)) (NP (NN 麻烦))))))) ,当然,526.58,麻烦,533.48
(S (NP (NN 小王子)) (VP (ADVP (AD 还)) (VP (BA 把) (S (NP (S (S (VP (VV 剩下))) (DEC 的)) (NP (ADJP (JJ 最后)) (QP (CD 几)) (NP (NN 棵))) (NP (NN 猴面包树) (NN 苗))) (VP (ADVP (AD 全)) (VP (VV 拔) (AS 了))))))) ,小王子,534.51,了,537.85
(S (NP (PRP 他)) (VP (VV 有点儿) (NP (NN 忧伤)))) ,他,538.55,忧伤,539.37
(S (NP (PRP 他)) (VP (VV 以为) (S (NP (PRP 他)) (VP (ADVP (AD 再)) (ADVP (AD 也)) (ADVP (AD 不)) (VP (VV 会) (VP (VV 回来) (AS 了))))))) ,他,540.05,了,542
(S (DP (DT 这) (CLP (M 天))) (NP (DP (DT 这些)) (NP (NN 家常))) (VP (VV 活) (S (VP (VV 使) (NP (PRP 他)) (S (VP (VV 感到) (S (VP (ADVP (AD 特别)) (VP (VA 亲切)))))))))) ,这,542.61,亲切,546.05
(S (S (PP (P 当) (LCP (S (NP (PRP 他)) (VP (QP (ADVP (AD 最后)) (QP (CD 一) (CLP (M 次)))) (VP (VV 浇花)))) (LC 时))) (NP (NN 准备)) (VP (BA 把) (S (NP (PRP 她)) (VP (VV 放) (PP (P 在) (NP (NN 玻璃) (NN 罩子) (NN 下面))))))) (S (NP (PRP 他)) (VP (VV 发觉) (S (NP (PRP 自己)) (VP (VV 要) (VP (ADVP (AD 哭)) (VP (VV 出来)))))))) ,当,546.67,出来,552.28
(S (S (VP (VV 再见) (AS 了))) (S (NP (PRP 他)) (VP (PP (P 对) (NP (NN 花儿))) (VP (VV 说道))))) ,再见,553.13,说道,555.28
(S (ADVP (AD 可是)) (NP (NR 花儿)) (VP (VV 没有) (VP (VV 回答) (NP (PRP 他))))) ,可是,555.85,他,557.34
(S (S (VP (VV 再见) (AS 了))) (S (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VV 说) (AS 了) (NP (QP (CD 一)) (NP (NN 遍))))))) ,再见,558.23,遍,560.55
(S (S (NP (NN 花儿)) (VP (VP (VV 咳嗽) (AS 了)) (NP (QP (CD 一)) (NP (NN 阵))))) (S (ADVP (AD 但)) (S (VP (ADVP (AD 并)) (VP (ADVP (AD 不)) (VP (VC 是) (PP (P 由于) (VP (VV 感冒))))))))),花,561.27,感冒,563.91
(S (NP (PRP 她)) (VP (ADVP (AD 终于)) (PP (P 对) (NP (PRP 他))) (VP (VV 说道) (S (NP (PRP 我)) (VP (ADVP (AD 方才)) (ADVP (AD 真)) (VP (VV 蠢))))))) ,她,564.69,蠢,567.49
(S (VP (VV 请) (NP (PRP 你)) (S (VP (VV 原谅) (NP (PRP 我)))))) ,请,567.96,我,568.91
(S (VP (VV 希望) (NP (PRP 你)) (S (VP (VV 能) (NP (NN 幸福)))))) ,希望,569.39,幸福,571.02
(S (NP (NR 花儿)) (VP (PP (P 对) (NP (PRP 他))) (ADVP (AD 毫)) (ADVP (AD 不)) (VP (VV 抱怨)))) ,花,571.6,抱怨,572.96
(S (NP (PRP 他)) (VP (VV 感到) (S (VP (ADVP (AD 很)) (VP (VA 惊讶)))))) ,他,573.48,惊讶,574.35
(S (NP (PRP 他)) (VP (VV 举) (AS 着) (NP (S (S (VP (DVP (VP (ADVP (AD 罩子)) (VP (VA 不知所措))) (DEV 地)) (VP (VV 伫立) (PP (P 在) (NP (PRP 那里)))))))))) ,他,575,那里,577.51
